"datasets_name","general.attrToInst","general.catToNum","general.freqClass.mean","general.freqClass.sd","general.instToAttr","general.nrAttr","general.nrBin","general.nrCat","general.nrClass","general.nrInst","general.nrNum","general.numToCat","statistical.canCor.mean","statistical.canCor.sd","statistical.gravity","statistical.cor.mean","statistical.cor.sd","statistical.cov.mean","statistical.cov.sd","statistical.nrDisc","statistical.eigenvalues.mean","statistical.eigenvalues.sd","statistical.gMean.mean","statistical.gMean.sd","statistical.hMean.mean","statistical.hMean.sd","statistical.iqRange.mean","statistical.iqRange.sd","statistical.kurtosis.mean","statistical.kurtosis.sd","statistical.mad.mean","statistical.mad.sd","statistical.max.mean","statistical.max.sd","statistical.mean.mean","statistical.mean.sd","statistical.median.mean","statistical.median.sd","statistical.min.mean","statistical.min.sd","statistical.nrCorAttr","statistical.nrNorm","statistical.nrOutliers","statistical.range.mean","statistical.range.sd","statistical.sd.mean","statistical.sd.sd","statistical.sdRatio","statistical.skewness.mean","statistical.skewness.sd","statistical.sparsity.mean","statistical.sparsity.sd","statistical.tMean.mean","statistical.tMean.sd","statistical.var.mean","statistical.var.sd","statistical.wLambda","infotheo.attrConc.mean","infotheo.attrConc.sd","infotheo.attrEnt.mean","infotheo.attrEnt.sd","infotheo.classConc.mean","infotheo.classConc.sd","infotheo.classEnt","infotheo.eqNumAttr","infotheo.jointEnt.mean","infotheo.jointEnt.sd","infotheo.mutInf.mean","infotheo.mutInf.sd","infotheo.nsRatio","model.based.leaves","model.based.leavesBranch.mean","model.based.leavesBranch.sd","model.based.leavesCorrob.mean","model.based.leavesCorrob.sd","model.based.leavesHomo.mean","model.based.leavesHomo.sd","model.based.leavesPerClass.mean","model.based.leavesPerClass.sd","model.based.nodes","model.based.nodesPerAttr","model.based.nodesPerInst","model.based.nodesPerLevel.mean","model.based.nodesPerLevel.sd","model.based.nodesRepeated.mean","model.based.nodesRepeated.sd","model.based.treeDepth.mean","model.based.treeDepth.sd","model.based.treeImbalance.mean","model.based.treeImbalance.sd","model.based.treeShape.mean","model.based.treeShape.sd","model.based.varImportance.mean","model.based.varImportance.sd","landmarking.bestNode.mean","landmarking.bestNode.sd","landmarking.eliteNN.mean","landmarking.eliteNN.sd","landmarking.linearDiscr.mean","landmarking.linearDiscr.sd","landmarking.naiveBayes.mean","landmarking.naiveBayes.sd","landmarking.oneNN.mean","landmarking.oneNN.sd","landmarking.randomNode.mean","landmarking.randomNode.sd","landmarking.worstNode.mean","ANN.f1m","C4.5.f1m","kNN.f1m","SVM.f1m","RF.f1m"
"1004_synthetic_control.RData",0.1,0,0.5,0.471404520791032,10,60,0,0,2,600,60,0,0.956980592466574,0,34.769913506145,0.455649686577126,0.273015786284005,55.6640937740939,56.5055647623021,1,109.320341660198,618.867982635524,0,0,25.4700497746228,9.14032818498546,15.6693958333333,7.76011765574188,-0.570872680113393,0.596008209826804,11.591077995,5.72715248313229,52.82164,6.44914533875666,30.0921654703889,0.748788644031873,30.034975,0.795211263609355,7.9789139,7.52977800576476,0.433333333333333,56,26,44.8427261,13.2208581079384,9.75169124434806,3.80341410436168,1.16843281967755,0.0338348649135173,0.289709361949424,3.58794489523563e-06,4.02999743618088e-06,30.0765441064815,0.595070770906622,109.320341660198,74.9906795863229,0.0841881456423098,0.078621173440939,0.0671513692260708,2.99999893130534,5.80366394971123e-06,0.0226852513639542,0.027147596317466,0.650022421648354,5.95857839001362,3.54093116749305,0.119911739233563,0.109090185460641,0.11991211732189,26.5001726199074,4,2.25,0.957427107756338,0.25,0.394797181872939,9.33333333333333,1.539600717839,0.5,0.353553390593274,3,0.05,0.005,1,0,1,0,1.71428571428571,1.11269728052837,0.258000532740044,0.0827512023051007,0.4375,0.0721687836487032,0.101,0.0845182426067493,0.978333333333333,0.0222915584974876,0.998333333333333,0.00527046276694732,1,0,1,0,1,0,0.8505,0.038789341379559,0.886666666666667,1,0.98547427938093,1,1,1
"1005_glass.RData",0.0420560747663551,0,0.5,0.204862712306383,23.7777777777778,9,0,0,2,214,9,0,0.39963133994503,0,0.732277471066199,0.227698429382372,0.182992078576093,0.112863940312818,0.178781868694115,1,0.700447077018415,1.01725970676433,0,0,10.8389654822943,23.6614433728681,0.574737222222223,0.504603937726852,9.53268473702325,16.6318067553533,0.295904721,0.275539848952288,14.26377,23.7256773605328,11.2658516095535,23.4727556883627,11.2891866666667,23.5021112275812,9.75235,22.8156925152953,0.0555555555555556,9,8,4.51142,3.30521037872024,0.689540777640776,0.503093596771605,1.23117362510538,1.62949934856035,2.28116083177215,0.00896134371596667,0.00996568201766659,11.259923982906,23.5008296304304,0.700447077018416,0.800310577075827,0.840294792133868,0.0882931992064702,0.0697146751471345,2.01659563176863,0.619873110207968,0.0229230471102549,0.0105600777667837,0.938575088938064,16.6226200489061,2.89870699319703,0.604633924315527,0.056463727509661,0.0328726338807615,34.7148867195066,33,6.36363636363636,2.23352554577653,0.0303030303030303,0.0482537618642821,882.653968253968,1058.19532074212,0.5,0.0214274782177741,32,3.55555555555556,0.149532710280374,3.2,1.3984117975602,4,2.44948974278318,5.47692307692308,2.48185724501136,0.102598697275515,0.119817166627565,0.125355113636364,0.114988373029171,0.11,0.0707106781186548,0.714220779220779,0.0766968536209347,0.828463203463203,0.0993218663670929,0.674177489177489,0.108573371830503,0.607186147186147,0.0740765040236606,0.828463203463203,0.0993218663670929,0.655296536796537,0.0899631481482185,0.617662337662338,0.675473471892937,0.752310803035896,0.764840912894442,0.733372049286601,0.822824557057167
"1006_lymph.RData",0.121621621621622,5,0.5,0.0668884793014302,8.22222222222222,18,9,15,2,148,3,0.2,0.846356024557169,0,2.29367772998505,0.129825000890136,0.124293659716627,0.0282156576799434,0.0544873241911083,1,0.276382133524991,0.708761295681581,0.163992226335408,0.55325751454924,0.147444918296364,0.4946650062027,0.515151515151515,0.565752381856018,9.78340699298298,21.2885462810412,0.0898545454545455,0.359242641792171,1.36363636363636,1.34206421740406,0.44963144963145,0.596279216038633,0.393939393939394,0.609271795844942,0.0909090909090909,0.291937104060571,0.0189393939393939,33,18,1.27272727272727,1.09751786069542,0.431019509844368,0.305672538058033,0,2.07566734163242,2.74192319442249,0.370748299319728,0.140980579888534,0.38013468013468,0.56626318407619,0.276382133524991,0.615047476179938,0.0155902537332791,0.0515232614210915,0.0576806899663518,1.12772413950999,0.60803603158868,0.0593274444755132,0.0647859710969856,0.993535622424049,13.2436692184692,2.04624009736566,0.569422242724786,0.0750196645683734,0.0854434804770121,14.0323804564892,21,4.85714285714286,1.2363540870525,0.0476190476190476,0.0908897106989538,153.904761904762,97.5788423593479,0.5,0.0336717514850737,20,1.11111111111111,0.135135135135135,2.85714285714286,1.57359158493889,1.81818181818182,0.750757193529548,4,1.6431676725155,0.161600853599898,0.124532429081502,0.189732142857143,0.103176563137195,0.0673333333333333,0.0594578682365765,0.798333333333333,0.0895950549556836,0.844702380952381,0.143924706513943,0,0,0.791607142857143,0.0996476099262856,0.788988095238095,0.159823922566335,0.593,0.123754075414062,0.560535714285714,0.832547946119928,0.787550653379988,0.803779435433847,0.843160220068889,0.861264573489806
"1009_white-clover.RData",0.492063492063492,0.148148148148148,0.5,0.145910923101986,2.03225806451613,31,0,4,2,63,27,6.75,0.894445015591765,0,29.6456831861098,0.186745024416734,0.14619589211501,9.37614876239054,18.4010957953522,1,80.3061227675371,167.171192308287,0,0,0,0,8.291,7.9453908748309,3.20838536464468,8.25024535329309,5.841444,6.02058809671327,30.33975,29.4752899977035,9.24362698412698,9.43551343118985,8.656,9.37840886400848,0,0,0.0371794871794872,37,25,30.33975,29.4752899977035,6.65618395925529,6.07654911075988,0,1.31600840053049,1.34360351632562,0.0424792220715616,0.0959715982783871,8.66920512820513,9.24501062535558,80.3061227675371,104.417776138512,0,0.10063752370345,0.0941417846758193,1.56247619853554,0.280277374263739,0.0338683092807082,0.0238187827837151,0.96906325278207,17.1846744552942,2.47514831889883,0.254921059210919,0.0563911324187771,0.0453063627199859,26.7078351066287,11,4.63636363636364,2.29227953237502,0.0909090909090909,0.119857753326799,115.352380952381,128.882568145898,0.5,0.192847303959967,10,0.32258064516129,0.158730158730159,1.25,0.462910049886276,1,0,3.9047619047619,2.38547190100328,0.109163686577036,0.147239047735946,0.249289772727273,0.184098526340023,0.051,0.0376828873628335,0.488095238095238,0.141923758538137,0.664761904761905,0.188444187737813,0,0,0.654285714285714,0.145152633369322,0.628095238095238,0.119300261023065,0.569761904761905,0.160420164481069,0.639047619047619,0.772374847374848,0.670152417027417,0.680035903250189,0.750802277432712,0.771251266464033
"1011_ecoli.RData",0.0208333333333333,0,0.5,0.105224223390855,48,7,2,0,2,336,7,0,0.881847412631449,0,0.477344341299746,0.184000466697214,0.19036021628066,0.00529835605137577,0.00844597761071597,1,0.0248265004061326,0.0316513304110246,0.27418359042625,0.256980692727315,0.261361969865897,0.247361625600507,0.1975,0.161432390388877,50.8659221573284,123.122426803688,0.130257,0.10376939209131,0.965714285714286,0.0553344807683669,0.499566326530612,0.0018916851111268,0.475714285714286,0.0262088680012083,0.167142857142857,0.22779481159692,0.0476190476190476,7,4,0.798571428571429,0.203914080879552,0.143728696684287,0.0697375258725914,0,3.57337294857785,6.7314071393492,0.150446540824951,0.237777131488721,0.488521923620933,0.0119496592934366,0.0248265004061326,0.018158609349829,0.222345140835216,0.0467653984761995,0.0665103751767096,1.87537941097588,1.20607382481203,0.0552228956033843,0.041086788244984,0.983966799707185,4.3037897571366,2.63071822111281,1.06751181334342,0.228627989570253,0.201008360175066,7.20275511542132,24,5.16666666666667,1.37260991217989,0.0416666666666667,0.0857746509312857,214.514285714286,143.148931324985,0.5,0.0589255650988789,23,3.28571428571429,0.068452380952381,3.28571428571429,1.49602648308619,5.75,2.21735578260835,4.29787234042553,1.75592034107995,0.163906105286631,0.114088316483173,0.169921875,0.105629029782274,0.2,0.114017542509914,0.88051948051948,0.0518212336904269,0.937402597402597,0.0361016928929816,0,0,0.836277056277056,0.0657127710839852,0.9404329004329,0.0375309113221782,0.674138528138528,0.110579784745782,0.604069264069264,0.961128622040067,0.948138640079913,0.941450093344834,0.965831368841395,0.964476261793231
"1012_flags.RData",0.144329896907216,13,0.5,0.204113297662096,6.92857142857143,28,13,26,2,194,2,0.0769230769230769,0.823508617521193,0,598.384231129063,0.0730586468925353,0.0819241135385088,23.8887823454363,1550.26054659645,1,49698.8220467304,483763.800488828,0,0,0,0,5.13684210526316,47.4202405447913,48.006468810328,69.692119255979,1.79472631578947,16.888871669101,247.4,2299.51687525325,7.73673358654368,71.8245140950651,1.24210526315789,11.389352800877,0,0,0.00380739081746921,95,83,247.4,2299.51687525325,24.0738396640577,222.804438332048,0,5.26867677135068,4.69121802029475,0.311958345514372,0.190287910815628,1.96681534344335,18.0886128775429,49698.8220467305,483527.762746007,0,0.0559577279247891,0.0732994755879616,1.32885217915341,0.823404666671439,0.0164311479881845,0.0299290391227653,0.939030248885816,27.4444897273864,2.2336668074096,0.804375146623143,0.0342156206296222,0.0407034290338645,37.8375880577468,39,7.02564102564103,2.26514992517841,0.0256410256410256,0.0427275287619395,1792.04213564214,3082.1740119163,0.5,0.0181309431073473,38,1.35714285714286,0.195876288659794,3.16666666666667,2.51661147842358,2.23529411764706,2.13686135970218,6.12987012987013,2.50972135877697,0.0874023390122087,0.128576402679614,0.0857747395833333,0.0866128283366928,0.0380769230769231,0.0360021366887279,0.603245614035088,0.147027505280188,0.670614035087719,0.12237549498512,0,0,0.718362573099415,0.130490101664717,0.701169590643275,0.118493588354703,0.648228070175438,0.142806703153781,0.643771929824561,0.728288672005602,0.625568492725315,0.63732216655657,0.704172277124439,0.677806970449847
"1014_analcatdata_dmft.RData",0.00501882057716437,0,0.5,0.432071521252006,199.25,4,1,4,2,797,0,0,0.172467418096813,0,0.145867410639113,0.0811637567265798,0.0794568389682066,0.00932957980873772,0.0156133914816847,1,0.123022403247241,0.101763041052484,0,0,0,0,0.166666666666667,0.383482494423685,5.02717455183952,7.59968508188799,0,0,1,0,0.171197546354384,0.141914680517552,0.0555555555555556,0.235702260395516,0,0,0.0065359477124183,18,15,1,0,0.338936131831073,0.092864427482899,0,2.28683677387589,1.37717349112275,0.270910604610353,0.181251142581594,0.0734168406402227,0.168352814581973,0.123022403247241,0.0665556408937271,0.334835835780937,0.0224733807282744,0.0402381217725359,2.01697528318263,0.964625228989977,0.00219915952680966,0.00171919588522859,0.710748318570114,125.920094378307,2.7220791625385,0.960304318001827,0.00564443921424312,0.00481116973044237,356.338471834901,56,7.94642857142857,2.79232482388384,0.0178571428571429,0.0255686744661056,5203.32414252414,7691.12508362025,0.5,0.252538136138053,55,13.75,0.06900878293601,4.23076923076923,2.04751256218556,13.75,5.7373048260195,7.02702702702703,3.01348321400354,0.0767218192927377,0.100436673463094,0.0781642368861607,0.100231508762978,0.25,0.114017542509914,0.805462962962963,0.00803604669564315,0.771552000312549,0.0213516468210084,0,0,0.805462962962963,0.00803604669564315,0.771552000312549,0.0213516468210084,0.805462962962963,0.00803604669564315,0.805462962962963,0.481058032845479,0,0.488706244672038,0,0.490582936322596
"1015_confidence.RData",0.0416666666666667,0,0.5,0.471404520791032,24,3,0,0,2,72,3,0,0.579873595040911,0,1251.26290714955,0.757604141065387,0.148776502919036,157057.433644366,102165.246478937,1,380933.687916667,626271.620145648,393.331941043758,213.549051146247,235.687067131653,87.4197634913234,938.941666666667,886.986843664174,-1.15888455641113,0.876305230952131,683.7257,614.100263753772,1505.9,922.097592448869,641.218055555556,471.466705945197,578.85,423.812715123084,72.1666666666667,41.6588926081015,1,3,0,1433.73333333333,880.456729960839,506.452809745881,432.040344326491,1.23170703214525,0.350187784924351,0.419141008453954,0.000834859905702873,0.000374508718414846,610.036363636364,471.283439126429,380933.687916667,545288.50587078,0.663746613774333,0.448230425047229,0.0206542860606897,1.99962874534833,0.00064303191923812,0.0728877960135466,0.0077910918854088,0.650022421648354,3.26110081973081,2.45032509350779,0.0112134518325103,0.199326073488893,0.0105877628018339,9.03194770432154,10,4.6,1.95505043981536,0.1,0.188829874586494,78.4380952380952,60.5657579456026,0.5,0,9,3,0.125,1.28571428571429,0.487950036474267,3,2,3.89473684210526,2.02470126307027,0.13286133051142,0.130089280751522,0.2171875,0.163743903618493,0.333333333333333,0.119303534454489,0.903571428571429,0.111740000288165,0.901785714285714,0.117021447924628,0.891071428571429,0.165482613784206,0.846428571428571,0.168400841854829,0.901785714285714,0.117021447924628,0.8575,0.160973259247604,0.833928571428571,0.915183752417795,0.907061688311688,0.85410534738893,0.925108225108225,0.889522888459059
"1016_vowel.RData",0.0131313131313131,0.3,0.5,0.578541911879903,76.1538461538462,13,2,3,2,990,10,3.33333333333333,0.661130823668912,0,2.50757632528373,0.133621043910954,0.115451258334713,0.0305330337704388,0.0514335740018438,1,0.254720573828764,0.428893581481381,0,0,-0.0383395394139619,0.7070541522479,0.48137962962963,0.539936233638762,4.8396381513082,5.52728719234252,0.270739233333333,0.383550518560316,1.30540740740741,0.958247087906601,0.0531430602319491,0.779595071261688,0.0272592592592593,0.797332323467188,-0.721,1.20246144988583,0.0113960113960114,27,19,2.02640740740741,1.49047891785104,0.44387837667219,0.244768268344217,0,1.82751224620189,1.73985151348236,0.0820771576540569,0.186130078348198,0.0136709689487467,0.78169496268354,0.254720573828764,0.295898416674392,0,0.0489625637858858,0.114189577078252,2.89227116527325,0.865348874339471,0.0118408116680518,0.0171292686004692,0.439496986921513,7.7504506917731,3.27506216122729,0.847909586052591,0.0567059909674709,0.0650652188878312,50.0046842657664,17,4.52941176470588,1.28051000868909,0.0588235294117647,0.202934022038582,109.904761904762,83.4152957473978,0.5,0.0415945165403852,16,1.23076923076923,0.0161616161616162,2.28571428571429,1.38013111868471,1.6,0.843274042711568,3.6969696969697,1.64857606142484,0.155263505371455,0.148261245423327,0.219669117647059,0.10940576970025,0.0825,0.0855065122453468,0.944444444444444,0.0173327106750623,1,0,0,0,0.94040404040404,0.0168013130638042,1,0,0.914747474747475,0.0123296538500761,0.909090909090909,0.97700673633854,0.966614949851522,1,0.984356517401389,0.983604183584853
"1020_mfeat-karhunen.RData",0.032,0,0.5,0.565685424949238,31.25,64,0,0,2,2000,64,0,0.824919754700594,0,14.8675127937068,0.107200466085663,0.0833676816130118,0.552460290976028,0.924339635378211,1,6.49158869607143,13.0138089787779,0,0,-1.55188502762083,18.7794277591027,2.96043389453125,2.05382808260728,-0.0514900271092725,0.253437866181916,2.18210227439531,1.49233780946341,6.8937249375,3.90363826506271,0.0530847385703125,0.739459381289363,0.045688515625,0.742586657177619,-6.75651453125,3.37392912034962,0.000496031746031746,38,61,13.65023946875,7.02328253675116,2.15266283301054,1.37372400303592,1.07732908511223,-0.00427923401702903,0.164458393327918,1.58395661295402e-06,1.4797195873637e-07,0.0462514587239583,0.742638185026804,6.49158869607143,9.75555818230432,0.319507398304561,0.00866624296078809,0.00351370372046069,3.58483331837943,3.71335355925373e-06,0.00336987658054326,0.00429534469701501,0.468995593589281,16.8736187074589,4.02603430538666,0.030352967829545,0.0277946065820466,0.0303529737423545,127.975861118861,38,6.05263157894737,1.8001106335528,0.0263157894736842,0.10314293552813,738.857142857143,943.91375727933,0.5,0.0372161463782393,37,0.578125,0.0185,3.7,2.62678510731274,2.17647058823529,1.87867287325545,5.14666666666667,2.14156632078166,0.102563217854554,0.11793957057557,0.122995476973684,0.0856087351472877,0.021304347826087,0.038850636811722,0.914,0.0196920739836559,0.995,0.00408248290463863,0.991,0.00567646212197547,0.9835,0.00709068246206089,0.989,0.00737864787372623,0.89995,0.000158113883008419,0.9,0.969538585051175,0.924799392681501,0.967138319560917,0.988021727187585,0.945568584410275
